OrderID,ItemsQuantity,State,City,Street,AppartmentNumber,Pincode,Landmark,Discount,DeliveryCost,TotalAmount,ModeOfPayment,TransactionID,OrderDate,DeliveryDate,AgentID,PharmacyID,PrescriptionID,UserID,Status,Subscription
1060,2,New Hampshire,Gostynin,751 Coolidge Pass,73,79291,near Metro,95.45,71.29,563.85,Net Banking,NNUCAU789230,2021-02-11,2021-02-21,75,194,,464,Dispatched,0
1061,2,Ohio,Calilegua,78 Hovde Terrace,61,86696,near Bus Stand,67.88,32.34,48.85,Credit Card,YKMPKG951986,2021-02-11,2021-02-18,22,213,,521,Being Placed,0
1062,10,New Jersey,Jönköping,417 Portage Drive,4,37151,,68,63.31,1688.99,Net Banking,COJNXV580636,2021-02-11,2021-02-18,95,130,,539,Dispatched,0
1063,2,Colorado,Duran,02 Tennessee Center,24,60732,opposite Mall,46.69,54.76,147.05,E-Wallet,EVANKF137851,2021-02-11,2021-02-17,57,164,,681,Cancelled,0
1064,4,Alabama,Korsze,3 Comanche Terrace,8,96622,near Metro,4.36,34.6,284.6,E-Wallet,PIACUN519818,2021-02-11,2021-02-17,88,211,,750,Cancelled,0
1065,5,Virginia,Wonorejo Dua,56 Cherokee Way,4,55180,near Government School,38.3,52.26,498.17,E-Wallet,NKADML375479,2021-02-11,2021-02-19,84,143,,866,Dispatched,0
1066,9,Missouri,Xieqiao,967 Transport Road,60,50227,,20.22,57.36,479.73,Credit Card,TVUBYV495636,2021-02-11,2021-02-19,1,259,,880,Out For Delivery,0
1067,9,Minnesota,Huaibei,79826 Karstens Place,40,18602,opposite Mall,39.33,66.13,1528.58,Credit Card,SXIJEA983674,2021-02-11,2021-02-21,14,210,,913,Delivered,0
1068,10,California,Zhongzhang,27 Autumn Leaf Circle,1,28831,front of Mall,82.35,53.57,592.16,E-Wallet,JTUURM804382,2021-02-11,2021-02-20,12,54,,935,Out For Delivery,0
1069,9,District of Columbia,Jabon,2576 Cascade Drive,9,23494,,19.12,32.84,1460.27,Credit Card,WULSLK775458,2021-02-11,2021-02-15,37,173,,964,Dispatched,0
1070,8,Florida,Muleng,02002 Anniversary Park,60,77967,near Metro,74.29,77.64,1079.72,Net Banking,ZBFGCJ061434,2021-02-12,2021-02-16,100,118,,20,Order Placed,0
1071,1,Pennsylvania,Yangdun,6 Fallview Center,55,28522,,82.17,30.13,30.41,COD,CDUJXJ566668,2021-02-12,2021-02-20,71,288,,105,Out For Delivery,0
1072,9,Virginia,Donggaocun,3202 Fisk Way,78,79824,near Metro,4.87,80.75,1472.1,E-Wallet,KUHBKH963887,2021-02-12,2021-02-17,36,75,,157,Being Placed,0
1073,1,Missouri,Parksville,1 Declaration Circle,20,41788,,26.93,88.71,874.27,Being Placed,NIADRH103270,2021-02-12,2021-02-18,8,110,,191,Cancelled,1
1074,1,Kentucky,Stalís,71 Bashford Drive,30,43748,near Government School,65.09,52.66,79.01,Net Banking,VCDQAH760831,2021-02-12,2021-02-20,88,118,470,222,Dispatched,0
1075,9,Texas,Metlika,690 Fairfield Circle,72,41127,opposite Mall,19.73,36.23,1524.22,Net Banking,ZMRHPM345737,2021-02-12,2021-02-17,61,234,,252,Delivered,0
1076,2,North Carolina,Yamen,0794 Hermina Alley,82,45567,near Government School,88.57,54.16,99.1,COD,HYKPLX265003,2021-02-12,2021-02-17,76,61,,267,Out For Delivery,0
1077,4,West Virginia,Yuzhno-Sukhokumsk,855 Harbort Avenue,53,35527,front of Mall,90.57,98.19,1132.1,Credit Card,BEHIWS426438,2021-02-12,2021-02-18,97,206,,280,Cancelled,0
1078,8,California,Cova da Iria,0 Blue Bill Park Lane,53,40164,near Metro,19.95,30.2,1905.19,E-Wallet,VHXRNE248453,2021-02-12,2021-02-18,7,153,,297,Cancelled,0
1079,7,Florida,Xinzhou,77 Oakridge Circle,10,57321,opposite Mall,15.29,49.25,1325.16,Credit Card,KYFXMZ165312,2021-02-12,2021-02-17,66,96,,300,Dispatched,0
1080,5,Florida,Huoshaoping,1 Brentwood Avenue,36,23558,opposite Mall,90.37,74.52,537.43,COD,AQITXY991771,2021-02-12,2021-02-19,90,38,,418,Delivered,0
1081,9,Virginia,Gia Ray,84260 Armistice Court,9,29730,,33.95,34.58,1623.76,COD,OECQOV777395,2021-02-12,2021-02-20,40,158,,459,Out For Delivery,0
1082,1,Florida,Citeureup,2 Daystar Place,35,97289,,65.11,58.34,6.05,Dispatched,YRXHGJ188946,2021-02-12,2021-02-18,85,264,,511,Being Placed,1
1083,7,Pennsylvania,Shiyan,3 Corscot Street,66,28728,near Garden,18.64,74.97,2095.16,E-Wallet,VDIOKQ104016,2021-02-12,2021-02-22,49,132,,548,Being Placed,0
1084,8,California,Juexi,85027 Homewood Park,57,25613,,90.17,38.27,1059.51,COD,DQIXDE646650,2021-02-12,2021-02-17,55,176,,554,Being Placed,0
1085,4,Florida,Palma Soriano,697 Rigney Hill,1,47109,opposite Bakery,34.77,82.71,372.46,COD,HZIZJS747936,2021-02-12,2021-02-17,42,271,,592,Being Placed,0
1086,2,California,Kanie,4303 Maple Wood Parkway,36,82783,near Metro,94,97.17,99.52,COD,TQIZVI199845,2021-02-12,2021-02-15,96,246,,614,Dispatched,0
1087,6,Wisconsin,T�klisah,6009 Stone Corner Avenue,97,11451,near Metro,63.06,70.16,1174.01,E-Wallet,CRGHOH287854,2021-02-12,2021-02-18,11,29,,665,Delivered,0
1088,8,Louisiana,Fentange,0759 Debs Drive,37,12727,opposite Bakery,98.35,35.3,1313.17,COD,BPKZZT850576,2021-02-12,2021-02-19,19,277,,684,Delivered,0
1089,9,Illinois,Ngou,3702 Alpine Plaza,89,28270,near Government School,58.81,87.47,1019.06,Net Banking,NQKRWZ276399,2021-02-12,2021-02-20,55,157,,714,Out For Delivery,0
1090,1,Rhode Island,Lubbock,9 Forest Alley,60,36198,,12.57,41.86,48.7,Out For Delivery,NLHYUC067554,2021-02-12,2021-02-18,5,245,,767,Dispatched,1
1091,10,California,Outeirô,3108 Knutson Point,6,94578,front of Mall,67.93,67.26,457.14,Net Banking,FAZPYM196623,2021-02-12,2021-02-16,13,119,,775,Cancelled,0
1092,1,California,Chavdar,407 Coleman Terrace,39,16627,opposite Bakery,65.17,83.03,111.05,Delivered,YDMNWD779712,2021-02-12,2021-02-15,49,2,659,817,Order Placed,1
1093,6,California,Santa Lucia,5742 Mcguire Lane,65,27907,near Garden,72.22,84.97,1210.03,COD,GFQOFV360224,2021-02-12,2021-02-18,33,83,,903,Out For Delivery,0
1094,2,District of Columbia,Velyki Sorochyntsi,465 Corry Point,81,83676,near Government School,40.72,92.18,128.17,E-Wallet,LZTLKB863454,2021-02-12,2021-02-18,9,86,,956,Being Placed,0
1095,8,District of Columbia,Shahe,00 Tennessee Junction,95,93637,opposite Mall,87.24,78.8,424.68,Credit Card,AZBTTJ091388,2021-02-12,2021-02-18,67,8,,995,Delivered,0
1096,6,District of Columbia,Jinggan,39985 Steensland Circle,38,45130,near Garden,85.23,40.58,312.26,E-Wallet,IAKMKH932241,2021-02-13,2021-02-17,14,116,,69,Order Placed,0
1097,3,North Carolina,Labuan,8 Commercial Point,42,78453,,79.78,44.6,394.43,Credit Card,ALIVVC072326,2021-02-13,2021-02-23,42,135,,87,Order Placed,0
1098,3,Texas,Azun Atme,7564 Dorton Park,84,84818,opposite Mall,13.48,99.93,313.01,Net Banking,RUIQBD196440,2021-02-13,2021-02-21,22,125,,106,Being Placed,0
1099,1,Virginia,Argalastí,4240 Springview Avenue,53,22749,opposite Mall,49.82,57.77,19.07,Credit Card,HFARVL155882,2021-02-13,2021-02-23,11,276,429,145,Delivered,0
1100,6,California,San Andrés,85635 Atwood Pass,57,83021,,33.32,87.83,1301.99,COD,MPRBTN374418,2021-02-13,2021-02-23,94,278,,161,Delivered,0
1101,3,Illinois,Storozhevaya,1 Monterey Drive,49,46030,near Bus Stand,78.05,37.08,47.08,COD,CJKGUG111899,2021-02-13,2021-02-18,40,222,,177,Cancelled,0
1102,8,Illinois,Ambositra,87 Dayton Road,19,55036,near Metro,85.35,65.46,1051.57,E-Wallet,LPSREF190109,2021-02-13,2021-02-18,13,280,,180,Being Placed,0
1103,2,Georgia,Daulatpur,19 Warrior Lane,64,24446,near Garden,57.83,61.46,192.28,E-Wallet,XFVHDU390973,2021-02-13,2021-02-19,12,128,,210,Being Placed,0
1104,10,California,Tanay,991 Parkside Road,28,11003,,41.2,40.88,534.57,Net Banking,RCBAKN498542,2021-02-13,2021-02-17,36,200,,224,Order Placed,0
1105,6,Indiana,Niquelândia,3 Judy Lane,77,13512,opposite Mall,93.21,99.53,1239.06,COD,GDAEOQ043910,2021-02-13,2021-02-22,77,192,,259,Dispatched,0
1106,5,District of Columbia,Zhouyuan,6 Maryland Parkway,67,38414,near Government School,66.57,79.64,1394.74,E-Wallet,ISHMZS132740,2021-02-13,2021-02-21,36,6,,429,Dispatched,0
1107,1,Minnesota,Nalus,448 Maywood Street,86,39530,near Metro,31.45,70.46,93.67,Out For Delivery,EROTAO295659,2021-02-13,2021-02-19,29,30,,582,Order Placed,1
1108,1,Florida,Staropavlovskaya,8 Londonderry Alley,17,51360,opposite Bakery,48.63,47.76,242.17,Order Placed,GZDYQB998983,2021-02-13,2021-02-18,61,36,,641,Out For Delivery,1
1109,3,Pennsylvania,Karlstad,4709 Bartelt Plaza,21,91576,near Metro,6.77,85.93,365.02,COD,MMFSVK595588,2021-02-13,2021-02-16,36,170,,662,Dispatched,0
1110,3,Florida,Boston,94 Trailsway Way,46,87501,,60.99,56.79,150.43,E-Wallet,UBQZYD747877,2021-02-13,2021-02-17,32,2,,709,Cancelled,0
1111,8,Minnesota,Karangtengah Lor,87 Trailsway Lane,55,57134,near Government School,55.48,45.03,456.89,Net Banking,ELCSPY354729,2021-02-13,2021-02-21,98,13,,753,Delivered,0
1112,8,Hawaii,Jeremoabo,7 Dovetail Way,14,14502,near Garden,15.06,58.84,2859.51,COD,WTYYUB100065,2021-02-13,2021-02-17,86,204,,864,Order Placed,0
1113,1,Virginia,Mosrentgen,27831 Darwin Center,90,18178,near Government School,84.34,72.96,46.74,Out For Delivery,EGYUDP796146,2021-02-13,2021-02-18,68,109,589,890,Delivered,1
1114,3,Ohio,Mieszkowice,65 Mosinee Lane,100,75158,near Bus Stand,12.51,74.79,230.53,Credit Card,HUAFYH873427,2021-02-13,2021-02-18,43,65,,978,Dispatched,0
1115,1,Florida,Góis,956 Waxwing Pass,11,54712,opposite Bakery,78.1,93.85,94.98,Credit Card,SWTCUY268841,2021-02-14,2021-02-24,97,158,665,34,Out For Delivery,0
1116,1,Texas,Jeziorany,0 Hazelcrest Crossing,13,81497,opposite Mall,55.46,80.74,46.89,Credit Card,NEYVZU162954,2021-02-14,2021-02-23,18,14,252,57,Dispatched,0
1117,10,District of Columbia,�ngeles,7 Lunder Place,4,60718,opposite Mall,19.45,31.16,1803.91,COD,KEHPKB716170,2021-02-14,2021-02-22,54,283,,113,Cancelled,0
1118,1,Wisconsin,San Juan Nepomuceno,12 Blaine Circle,42,82351,near Bus Stand,41.06,37.21,75.32,E-Wallet,OXXSNM126825,2021-02-14,2021-02-19,90,48,528,127,Out For Delivery,0
1119,8,California,Ea T’ling,2826 Roxbury Junction,56,55068,,37.47,51.48,439.49,Credit Card,JGYRON094063,2021-02-14,2021-02-20,75,77,,206,Dispatched,0
1120,9,Alabama,Tianzhu,396 Steensland Road,91,90662,near Garden,81.97,67.36,1229.55,Net Banking,BNHBQH514795,2021-02-14,2021-02-19,8,73,,275,Order Placed,0
1121,5,New York,Golcowa,097 Butternut Circle,51,81317,,81.63,92.68,732.48,COD,QXXJDR111251,2021-02-14,2021-02-17,93,224,,286,Dispatched,0
1122,1,Alaska,Niort,0 Golf View Lane,68,90876,opposite Bakery,54.23,52.9,54.09,Net Banking,TDKRXT026919,2021-02-14,2021-02-17,50,128,519,288,Cancelled,0
1123,8,Hawaii,Stockholm,61621 Pankratz Center,92,97756,opposite Bakery,47.06,69.94,673.87,Credit Card,ODVGSV518047,2021-02-14,2021-02-17,58,37,,319,Delivered,0
1124,1,New York,Telouet,87 Talisman Terrace,3,89986,near Garden,10.87,94.21,96.98,Order Placed,VHQZGN858602,2021-02-14,2021-02-20,64,148,,341,Delivered,1
1125,4,Missouri,Bombu,532 Homewood Alley,65,90482,,45.62,66.3,364.61,COD,WNUZGQ302106,2021-02-14,2021-02-20,36,149,,364,Out For Delivery,0
1126,5,Maryland,Xinhuang,7 Del Sol Street,18,12814,near Bus Stand,51.26,37.62,1260.6,Credit Card,TTCETN965596,2021-02-14,2021-02-23,43,167,,395,Cancelled,0
1127,10,Pennsylvania,Trollhättan,71771 Truax Point,86,53448,front of Mall,60.47,56.23,1491.73,Net Banking,CQJUWM196670,2021-02-14,2021-02-24,10,170,,515,Out For Delivery,0
1128,3,Missouri,Santiago del Estero,7 Barby Junction,21,76297,front of Mall,56.53,50.51,262.94,Credit Card,JIKLBB917848,2021-02-14,2021-02-22,88,76,,552,Out For Delivery,0
1129,8,New York,Hongshunli,6767 South Terrace,88,99776,near Bus Stand,76.9,48.6,477,Net Banking,MDSHVX591252,2021-02-14,2021-02-18,85,275,,570,Delivered,0
1130,8,California,Victoria,412 Graedel Hill,48,41304,front of Mall,32.78,46.39,436.27,Net Banking,MNTIND615953,2021-02-14,2021-02-23,59,95,,601,Order Placed,0
1131,5,Georgia,Rustam jo Goth,99109 Burning Wood Parkway,40,27142,opposite Bakery,81.47,69.65,280.05,Net Banking,FWXPQA658184,2021-02-14,2021-02-22,90,138,,632,Cancelled,0
1132,10,California,Wangyi Zhendian,88 Drewry Road,7,92059,near Bus Stand,76.08,68.36,1163.16,Credit Card,IXZBJI907550,2021-02-14,2021-02-23,16,43,,678,Being Placed,0
1133,1,Pennsylvania,Hujra,9531 Katie Plaza,17,22861,opposite Mall,34.93,75.97,122.29,E-Wallet,PKLJNN656243,2021-02-14,2021-02-22,94,245,246,685,Cancelled,0
1134,1,Washington,Frederico Westphalen,69 East Circle,55,81284,near Metro,56.18,77.74,516.79,Out For Delivery,MHRFVR374163,2021-02-14,2021-02-21,40,7,,686,Being Placed,1
1135,1,California,Baixiang,7 Lindbergh Lane,77,95711,opposite Mall,68.69,33.21,61.36,Credit Card,DTMSVP751124,2021-02-14,2021-02-24,13,292,,828,Cancelled,0
1136,1,Louisiana,Charras,7884 Eastlawn Parkway,27,76564,,28.59,95.45,112.58,Net Banking,NDDWZM904414,2021-02-14,2021-02-18,16,156,652,851,Order Placed,0
1137,5,Nevada,Den Haag,9993 Homewood Circle,67,88407,,68.33,47.07,311.58,Credit Card,UQHBXM553570,2021-02-14,2021-02-24,98,25,,932,Dispatched,0
1138,6,Virginia,Castres,063 Karstens Crossing,19,35916,front of Mall,62.61,62.24,1832.29,Net Banking,JWCRBJ375464,2021-02-14,2021-02-20,75,145,,950,Out For Delivery,0
1139,9,Arkansas,Chiang Rai,56256 Pond Trail,44,44696,,33.21,89.97,1100,Credit Card,ZRCDEG041852,2021-02-14,2021-02-24,40,44,,967,Delivered,0
1140,6,Georgia,Tobi Village,31699 Goodland Court,41,73947,near Metro,24.13,75.4,682.75,Credit Card,CXEQLQ063599,2021-02-15,2021-02-21,99,174,,5,Being Placed,0
1141,2,Pennsylvania,Yangdun,6 Fallview Center,55,28522,,61.05,56.23,104.84,Credit Card,WNTEXR177010,2021-02-15,2021-02-24,16,167,,105,Order Placed,0
1142,8,District of Columbia,�ngeles,7 Lunder Place,4,60718,opposite Mall,96.65,85.13,456.01,E-Wallet,WZHFNW493101,2021-02-15,2021-02-25,26,279,,113,Cancelled,0
1143,4,Colorado,Debe,98 Fairview Hill,15,96406,opposite Mall,22.54,33.33,216.25,COD,BGWAMP993858,2021-02-15,2021-02-25,9,280,,169,Order Placed,0
1144,1,New York,Shawnee Mission,050 Burning Wood Point,7,67780,front of Mall,69.55,94.05,67.52,Out For Delivery,MMVNVZ835190,2021-02-15,2021-02-20,10,254,,242,Dispatched,1
1145,7,Texas,Duobagou,80631 Sloan Trail,55,94724,,64.05,33.52,629.48,E-Wallet,PCPFKI510777,2021-02-15,2021-02-22,49,188,,290,Order Placed,0
1146,7,Hawaii,Stockholm,61621 Pankratz Center,92,97756,opposite Bakery,29.5,69.03,1302.21,Net Banking,MFKWVV954304,2021-02-15,2021-02-18,36,130,,319,Delivered,0
1147,2,District of Columbia,Rinconada,601 Onsgard Terrace,69,21560,opposite Bakery,42.62,74.23,100.94,Credit Card,ANEQVN437966,2021-02-15,2021-02-23,83,236,,352,Delivered,0
1148,1,Wisconsin,Puerto Guzmán,766 La Follette Hill,58,95264,opposite Bakery,70.13,91.15,68.38,Out For Delivery,UXJBBE628826,2021-02-15,2021-02-20,25,286,,361,Order Placed,1
1149,6,Missouri,Bombu,532 Homewood Alley,65,90482,,31.56,73.99,1756.01,Credit Card,DTZAHI526723,2021-02-15,2021-02-21,1,205,,364,Out For Delivery,0
1150,1,Louisiana,San Felipe,38 Dennis Court,63,31940,,29.52,72.44,1023.79,Delivered,EFUSNT994173,2021-02-15,2021-02-19,44,294,329,411,Order Placed,1
1151,1,Minnesota,Yakovlevo,7 Monterey Center,23,91989,near Government School,72.49,93.99,120.84,Net Banking,WACGMZ851610,2021-02-15,2021-02-22,12,170,49,426,Delivered,0
1152,5,Texas,Zamboanga,05445 Welch Hill,69,55722,near Metro,49.08,58.51,288.22,Net Banking,XNXLLY172369,2021-02-15,2021-02-24,11,171,,471,Out For Delivery,0
1153,8,Texas,Aravissós,8091 Old Gate Circle,52,85058,,24.81,50.48,659.48,COD,YNEYMV112414,2021-02-15,2021-02-25,67,7,,507,Order Placed,0
1154,1,Minnesota,Nalus,448 Maywood Street,86,39530,near Metro,39.27,96.64,113.37,E-Wallet,QUGATC060197,2021-02-15,2021-02-23,25,298,,582,Being Placed,0
1155,9,California,Kanie,4303 Maple Wood Parkway,36,82783,near Metro,70.06,44.39,1334.96,COD,QZLCNT507230,2021-02-15,2021-02-20,51,56,,614,Being Placed,0
1156,3,Texas,Duko,95647 Morningstar Way,77,21047,near Bus Stand,8.03,49.23,278.48,COD,OITPIB701633,2021-02-15,2021-02-19,15,176,,636,Dispatched,0
1157,5,Kansas,Masipi West,77 Miller Circle,72,53755,near Bus Stand,20,79.44,284.22,Credit Card,GQSGAH058010,2021-02-15,2021-02-20,60,30,,637,Dispatched,0
1158,4,Virginia,Acaraú,47 Warbler Crossing,13,69332,near Government School,42.98,90.51,1021.52,COD,UAPOIS613092,2021-02-15,2021-02-19,58,164,,653,Order Placed,0
1159,3,New York,Longar,09018 La Follette Lane,80,65019,near Metro,37.55,76.6,192.26,Net Banking,ONVVVE994656,2021-02-15,2021-02-25,7,80,,717,Order Placed,0
1160,1,Utah,Pijao,11 Transport Road,98,81209,,58.12,74.19,87.45,Being Placed,YTJSMK115965,2021-02-15,2021-02-20,50,287,,842,Order Placed,1
1161,1,Virginia,Duba-Yurt,69 Pleasure Circle,64,81831,near Government School,43.95,57.55,965.94,COD,NBMKNY470118,2021-02-15,2021-02-18,41,131,660,876,Cancelled,0
1162,5,Pennsylvania,Rukungiri,53727 Victoria Center,73,30889,near Garden,99.68,46.24,815.03,COD,YOGYLI215218,2021-02-15,2021-02-21,5,40,,909,Dispatched,0
1163,1,Kentucky,Kotes,960 Vermont Alley,26,58207,front of Mall,62.05,71.7,27.65,COD,FFZWVP217467,2021-02-15,2021-02-25,26,168,,910,Dispatched,0
1164,1,Louisiana,Selishche,999 Main Alley,33,28223,,19.9,78.61,83.05,Cancelled,RRSMUO313539,2021-02-15,2021-02-19,69,62,284,990,Dispatched,1
1165,1,Virginia,Luena,7159 Melvin Road,81,84541,opposite Mall,29.53,73.67,57.52,Net Banking,GPDDAR151566,2021-02-16,2021-02-23,20,79,685,29,Cancelled,0
1166,1,Kansas,�anięta,75161 Hanover Circle,38,11429,near Bus Stand,89.98,64.03,72.12,Net Banking,NMQYVJ087326,2021-02-16,2021-02-25,48,109,691,62,Dispatched,0
1167,7,California,Marmashen,422 Aberg Circle,22,46834,near Garden,6.63,88.12,336.94,E-Wallet,ESRFVT555412,2021-02-16,2021-02-23,46,294,,181,Dispatched,0
1168,1,Illinois,Huyang,9872 Dayton Pass,83,41126,opposite Bakery,75.67,66.42,18.23,Dispatched,PWYYHQ844224,2021-02-16,2021-02-19,28,150,180,315,Delivered,1
1169,7,Connecticut,Saumur,70053 Kim Plaza,70,46282,,73,81.09,695.76,COD,YNDNHJ851199,2021-02-16,2021-02-24,66,213,,322,Order Placed,0
1170,10,New York,Nagrog,183 Jenifer Pass,3,85264,front of Mall,24.38,84.02,2348.17,Credit Card,MJSLSG206319,2021-02-16,2021-02-20,78,71,,337,Cancelled,0
1171,10,Minnesota,Qidi,29 Prairieview Hill,90,31538,opposite Bakery,58.22,83.97,1096.85,Net Banking,GZPIMU226758,2021-02-16,2021-02-20,81,279,,346,Order Placed,0
1172,1,Oklahoma,Zayt� Jamm�‘īn,0 Hovde Center,49,97618,,55.46,93.73,136.52,Credit Card,YOPQCY943298,2021-02-16,2021-02-25,17,160,,350,Order Placed,0
1173,6,Mississippi,Verkhniye Kigi,16 Farmco Pass,29,73876,,0.92,55.07,433.54,Net Banking,WZZZJG098656,2021-02-16,2021-02-26,38,110,,420,Order Placed,0
1174,7,Virginia,Chazón,0 Towne Avenue,88,25022,,4.09,89.03,402.44,E-Wallet,LSJXTA920728,2021-02-16,2021-02-20,32,218,,451,Dispatched,0
1175,9,Oklahoma,Gorskaya,15362 Hauk Place,40,88709,near Government School,84.69,66.25,884.67,Net Banking,JGNSKQ089960,2021-02-16,2021-02-26,84,225,,460,Cancelled,0
1176,1,New York,Cahors,1439 Dwight Park,32,53212,,77.55,97.34,254.71,Dispatched,OJQGMW842604,2021-02-16,2021-02-22,64,258,,690,Out For Delivery,1
1177,1,Arizona,San Isidro,2333 Coleman Trail,69,87906,,70.22,69.9,98.39,Order Placed,QZBOTB596469,2021-02-16,2021-02-21,32,129,,740,Order Placed,1
1178,3,Rhode Island,Lubbock,9 Forest Alley,60,36198,,10.03,70.77,436.51,Net Banking,GWUWIJ992925,2021-02-16,2021-02-24,37,41,,767,Out For Delivery,0
1179,1,Connecticut,Mataigou,67936 Weeping Birch Crossing,23,69174,near Government School,70.4,81.34,103.42,Cancelled,BNPHPT354933,2021-02-16,2021-02-20,60,69,,770,Dispatched,1
1180,1,Massachusetts,Wangjiang,26931 Sommers Plaza,57,19219,near Government School,19.8,85.01,88.47,Dispatched,MQOESL936678,2021-02-16,2021-02-22,51,5,,788,Being Placed,1
1181,3,District of Columbia,Gunungkendeng,18508 Homewood Court,44,55597,near Bus Stand,75.58,99.24,183.69,E-Wallet,YMUHDN536260,2021-02-16,2021-02-22,40,124,,860,Dispatched,0
1182,7,Texas,Karsin,78750 Daystar Road,43,21259,near Bus Stand,65.47,36.16,367.68,Credit Card,ODZGFH315900,2021-02-16,2021-02-20,8,100,,887,Dispatched,0
1183,2,Alabama,Olyshivka,5809 Banding Center,27,79912,near Government School,18.42,31.44,90.57,E-Wallet,VKDAPK689959,2021-02-16,2021-02-23,44,119,,906,Being Placed,0
1184,10,Georgia,Ilaya,33046 Pond Hill,90,91198,opposite Bakery,50.4,87.33,1382.33,E-Wallet,GSEDJS462325,2021-02-17,2021-02-23,66,199,,75,Order Placed,0
1185,7,Missouri,Muhos,9008 Mccormick Street,95,11885,opposite Bakery,70.68,78.19,329.49,E-Wallet,VJCETS546390,2021-02-17,2021-02-22,8,161,,77,Out For Delivery,0
1186,6,Virginia,Zaleszany,69066 Huxley Avenue,49,42510,,5.81,73.81,459.09,Net Banking,CHHWEP944354,2021-02-17,2021-02-22,63,31,,108,Delivered,0
1187,5,Kansas,Yala,711 Surrey Parkway,17,47606,opposite Mall,91.85,48.07,1801.98,COD,QIKHLI032347,2021-02-17,2021-02-20,20,38,,109,Order Placed,0
1188,5,Pennsylvania,Greensboro,871 Transport Center,94,60339,near Government School,93.34,47.87,273.09,E-Wallet,OKIKIT261108,2021-02-17,2021-02-25,34,167,,227,Being Placed,0
1189,8,Virginia,Jinshanpu,43 Glendale Center,9,92054,near Garden,83.19,90.2,451.24,COD,PYRBCY374915,2021-02-17,2021-02-24,58,284,,338,Out For Delivery,0
1190,2,Oklahoma,Zayt� Jamm�‘īn,0 Hovde Center,49,97618,,76.35,46.03,4.14,E-Wallet,ABQRGO424621,2021-02-17,2021-02-25,28,139,,350,Delivered,0
1191,3,Louisiana,Yabluniv,67051 Eastwood Way,9,66841,front of Mall,8.69,58.67,157.45,E-Wallet,JKLDGI364110,2021-02-17,2021-02-26,67,82,,461,Out For Delivery,0
1192,2,New York,Xinghua,27978 Johnson Center,28,46963,near Bus Stand,59.12,97.77,216.1,Net Banking,FTAVMS685189,2021-02-17,2021-02-22,66,222,,534,Delivered,0
1193,1,West Virginia,Sampangbitung,47275 Corry Trail,97,30966,,18.33,59.96,116.1,Net Banking,GVVSIP832165,2021-02-17,2021-02-21,28,180,,536,Dispatched,0
1194,5,Louisiana,Fentange,0759 Debs Drive,37,12727,opposite Bakery,44.69,65.93,788.47,Net Banking,DNYUAA691437,2021-02-17,2021-02-26,89,136,,684,Dispatched,0
1195,8,Washington,Inicbulan,86627 Arrowood Trail,97,73390,near Metro,66.39,50.63,2092.11,E-Wallet,QVNPKJ807115,2021-02-17,2021-02-22,45,190,,771,Order Placed,0
1196,1,California,Kaduy,1 Brickson Park Hill,58,32494,near Garden,11.82,31.67,116.99,Order Placed,MWUXDN618685,2021-02-17,2021-02-22,96,122,,782,Delivered,1
1197,3,Illinois,Novo-Peredelkino,37345 Texas Crossing,77,50123,near Government School,75.12,76.84,267.39,COD,HUUKQE574761,2021-02-17,2021-02-23,51,94,,790,Dispatched,0
1198,1,Indiana,Nglorogan,76728 Elka Pass,98,24962,,43.39,55.6,189.46,Delivered,LTFMCU326353,2021-02-17,2021-02-24,69,124,,836,Being Placed,1
1199,1,Indiana,Kertabumi,8813 Sloan Terrace,25,28520,front of Mall,6.69,74.76,97.44,Being Placed,WKBJQO951949,2021-02-17,2021-02-22,70,117,,855,Order Placed,1
1200,10,California,Wenshang,13762 Warbler Hill,22,44192,,31.97,92.64,2415,Credit Card,PGXOUA649143,2021-02-17,2021-02-24,85,264,,865,Dispatched,0
1201,1,Virginia,Mosrentgen,27831 Darwin Center,90,18178,near Government School,74.15,38.73,22.7,Being Placed,JIEOZW307042,2021-02-17,2021-02-21,95,33,589,890,Order Placed,1
1202,1,Tennessee,Wuli,501 Waywood Court,38,86875,,80.86,59.1,-1.2,COD,SWHKKI239214,2021-02-17,2021-02-21,72,81,,907,Being Placed,0
1203,4,Pennsylvania,Rukungiri,53727 Victoria Center,73,30889,near Garden,88.39,99.16,180.74,E-Wallet,DPZDZH720184,2021-02-17,2021-02-26,22,59,,909,Out For Delivery,0
1204,1,Florida,Monastyryshche,724 Truax Terrace,4,34405,near Metro,34.18,30.41,15.19,E-Wallet,TYGCSR702170,2021-02-17,2021-02-24,25,194,661,943,Order Placed,0
1205,6,Arkansas,Chiang Rai,56256 Pond Trail,44,44696,,76.17,89.95,516.65,Credit Card,XETWOL749616,2021-02-17,2021-02-21,25,163,,967,Cancelled,0
1206,6,Connecticut,Tangxing,7 South Trail,55,58114,,8.15,90.91,526.68,Credit Card,NVZRUI095050,2021-02-17,2021-02-24,12,115,,972,Cancelled,0
1207,1,Florida,Jiucheng,36 Sauthoff Way,36,93930,near Government School,79.96,67.89,83.27,Net Banking,ZBJWUR565829,2021-02-18,2021-02-28,67,56,307,40,Dispatched,0
1208,1,Hawaii,Batangan,2 Gerald Pass,66,19191,near Bus Stand,43,83.31,89.32,Cancelled,EGXIGU265457,2021-02-18,2021-02-22,97,39,351,79,Cancelled,1
